book_id,isbn13,language_id,num_pages,publication_date,publisher_id,publisher_name_x,publisher_name_y,author,order_count,title
8844,9781400096473,1,459,2005-11-08,2113,Vintage,Vintage,P.D. James,1,A Taste for Death (Adam Dalgliesh  #7)
8845,9781400096718,2,646,2005-05-31,2113,Vintage,Vintage,Bill Clinton,2,My Life  Volume I: The Early Years
8846,9781400096893,1,503,2005-11-22,2116,Vintage Books USA,Vintage Books USA,,1,Memoirs of a Geisha
8847,9781400096916,1,320,2005-09-13,2113,Vintage,Vintage,Truman Capote,0,The Complete Stories of Truman Capote
8847,9781400096916,1,320,2005-09-13,2113,Vintage,Vintage,Reynolds Price,0,The Complete Stories of Truman Capote
8848,9781400097029,1,195,2006-08-15,2113,Vintage,Vintage,,0,The Sea
8849,9781400097036,1,445,2007-01-09,2123,Vintage International,Vintage International,Julian Barnes,0,Arthur & George
8850,9781400098026,1,336,2005-05-10,325,Broadway Books,Broadway Books,Trevanian,1,The Eiger Sanction (Jonathan Hemlock  #1)
8851,9781400098033,1,480,2005-05-10,325,Broadway Books,Broadway Books,Trevanian,0,Shibumi
8851,9781400098033,1,480,2005-05-10,325,Broadway Books,Broadway Books,Gisela Stege,0,Shibumi
8852,9781400098040,1,288,2005-06-28,325,Broadway Books,Broadway Books,Trevanian,0,The Summer of Katya
8853,9781400098231,1,352,2005-07-26,325,Broadway Books,Broadway Books,Trevanian,0,The Main
8854,9781400102723,1,0,2006-10-01,1924,Tantor Media,Tantor Media,,0,Gulliver's Travels
8855,9781400102952,1,0,2006-10-15,1924,Tantor Media,Tantor Media,Haruki Murakami,0,Blind Willow  Sleeping Woman: 24 Stories
8855,9781400102952,1,0,2006-10-15,1924,Tantor Media,Tantor Media,Ellen Archer,0,Blind Willow  Sleeping Woman: 24 Stories
8855,9781400102952,1,0,2006-10-15,1924,Tantor Media,Tantor Media,Patrick Lawlor,0,Blind Willow  Sleeping Woman: 24 Stories
8856,9781400130214,1,0,2005-01-01,1924,Tantor Media,Tantor Media,John Bolen,1,The Chessmen of Mars (Barsoom #5)
8856,9781400130214,1,0,2005-01-01,1924,Tantor Media,Tantor Media,Edgar Rice Burroughs,1,The Chessmen of Mars (Barsoom #5)
8857,9781400130221,1,6,2001-02-01,1924,Tantor Media,Tantor Media,Edgar Rice Burroughs,1,The Warlord of Mars (Barsoom  #3)
8857,9781400130221,1,6,2001-02-01,1924,Tantor Media,Tantor Media,John Bolen,1,The Warlord of Mars (Barsoom  #3)
8858,9781400132744,1,0,2006-10-01,1924,Tantor Media,Tantor Media,,1,Madame Bovary
8859,9781400150687,1,0,2003-01-01,1924,Tantor Media,Tantor Media,Mark Twain,2,The Tragedy of Pudd'nhead Wilson
8859,9781400150687,1,0,2003-01-01,1924,Tantor Media,Tantor Media,Michael Prichard,2,The Tragedy of Pudd'nhead Wilson
8860,9781400307845,1,113,2006-05-10,1996,Tommy Nelson,Tommy Nelson,Laura Ingalls Wilder,1,Writings to Young Women from Laura Ingalls Wilder: On Wisdom and Virtues (Writings to Young Women on Laura Ingalls Wilder #1)
8860,9781400307845,1,113,2006-05-10,1996,Tommy Nelson,Tommy Nelson,Stephen W. Hines,1,Writings to Young Women from Laura Ingalls Wilder: On Wisdom and Virtues (Writings to Young Women on Laura Ingalls Wilder #1)
8861,9781400307852,1,116,2006-05-10,1996,Tommy Nelson,Tommy Nelson,Laura Ingalls Wilder,1,Writings to Young Women from Laura Ingalls Wilder: On Life as a Pioneer Woman (Writings to Young Women from Laura Ingalls Wilder #2)
8861,9781400307852,1,116,2006-05-10,1996,Tommy Nelson,Tommy Nelson,Stephen W. Hines,1,Writings to Young Women from Laura Ingalls Wilder: On Life as a Pioneer Woman (Writings to Young Women from Laura Ingalls Wilder #2)
8862,9781400307869,1,128,2006-05-08,1967,Thomas Nelson,Thomas Nelson,Laura Ingalls Wilder,0,Writings to Young Women on Laura Ingalls Wilder: As Told By Her Family  Friends  and Neighbors (Writings to Young Women on Laura Ingalls Wilder #3)
8862,9781400307869,1,128,2006-05-08,1967,Thomas Nelson,Thomas Nelson,Stephen W. Hines,0,Writings to Young Women on Laura Ingalls Wilder: As Told By Her Family  Friends  and Neighbors (Writings to Young Women on Laura Ingalls Wilder #3)
8863,9781401200138,2,320,2004-06-01,2096,Vertigo,Vertigo,Chris Weston,1,The Filth
8863,9781401200138,2,320,2004-06-01,2096,Vertigo,Vertigo,Gary Erskine,1,The Filth
8863,9781401200138,2,320,2004-06-01,2096,Vertigo,Vertigo,Grant Morrison,1,The Filth
8864,9781401200190,2,288,2002-12-01,507,DC Comics Vertigo,DC Comics Vertigo,Warren Pleece,1,The Invisibles  Vol. 7: The Invisible Kingdom
8864,9781401200190,2,288,2002-12-01,507,DC Comics Vertigo,DC Comics Vertigo,Jay Stephens,1,The Invisibles  Vol. 7: The Invisible Kingdom
8864,9781401200190,2,288,2002-12-01,507,DC Comics Vertigo,DC Comics Vertigo,Philip Bond,1,The Invisibles  Vol. 7: The Invisible Kingdom
8864,9781401200190,2,288,2002-12-01,507,DC Comics Vertigo,DC Comics Vertigo,Steve Yeowell,1,The Invisibles  Vol. 7: The Invisible Kingdom
8864,9781401200190,2,288,2002-12-01,507,DC Comics Vertigo,DC Comics Vertigo,Frank Quitely,1,The Invisibles  Vol. 7: The Invisible Kingdom
8864,9781401200190,2,288,2002-12-01,507,DC Comics Vertigo,DC Comics Vertigo,Sean Phillips,1,The Invisibles  Vol. 7: The Invisible Kingdom
8864,9781401200190,2,288,2002-12-01,507,DC Comics Vertigo,DC Comics Vertigo,Grant Morrison,1,The Invisibles  Vol. 7: The Invisible Kingdom
8865,9781401200688,1,96,2003-05-01,506,DC Comics,DC Comics,Bob Lappan,0,Oasis (On the Road to Perdition  #1)
8865,9781401200688,1,96,2003-05-01,506,DC Comics,DC Comics,Josef Rubinstein,0,Oasis (On the Road to Perdition  #1)
8865,9781401200688,1,96,2003-05-01,506,DC Comics,DC Comics,Rob Leigh,0,Oasis (On the Road to Perdition  #1)
8865,9781401200688,1,96,2003-05-01,506,DC Comics,DC Comics,José Luis García-López,0,Oasis (On the Road to Perdition  #1)
8865,9781401200688,1,96,2003-05-01,506,DC Comics,DC Comics,Steve Lieber,0,Oasis (On the Road to Perdition  #1)
8865,9781401200688,1,96,2003-05-01,506,DC Comics,DC Comics,Max Allan Collins,0,Oasis (On the Road to Perdition  #1)
8866,9781401201937,1,144,2004-03-01,506,DC Comics,DC Comics,Wade Von Grawbadger,1,Arkham Asylum: Living Hell
8866,9781401201937,1,144,2004-03-01,506,DC Comics,DC Comics,Jim Royal,1,Arkham Asylum: Living Hell
8866,9781401201937,1,144,2004-03-01,506,DC Comics,DC Comics,Ryan Sook,1,Arkham Asylum: Living Hell
8866,9781401201937,1,144,2004-03-01,506,DC Comics,DC Comics,Dan Slott,1,Arkham Asylum: Living Hell
8867,9781401202170,1,144,2004-06-01,2096,Vertigo,Vertigo,Rodney Ramos,0,Transmetropolitan  Vol. 10: One More Time
8867,9781401202170,1,144,2004-06-01,2096,Vertigo,Vertigo,Darick Robertson,0,Transmetropolitan  Vol. 10: One More Time
8867,9781401202170,1,144,2004-06-01,2096,Vertigo,Vertigo,Warren Ellis,0,Transmetropolitan  Vol. 10: One More Time
8868,9781401202224,1,231,2004-11-30,2096,Vertigo,Vertigo,Bill Willingham,0,Fables  Vol. 4: March of the Wooden Soldiers
8868,9781401202224,1,231,2004-11-30,2096,Vertigo,Vertigo,Steve Leialoha,0,Fables  Vol. 4: March of the Wooden Soldiers
8868,9781401202224,1,231,2004-11-30,2096,Vertigo,Vertigo,Mark Buckingham,0,Fables  Vol. 4: March of the Wooden Soldiers
8868,9781401202224,1,231,2004-11-30,2096,Vertigo,Vertigo,Craig Hamilton,0,Fables  Vol. 4: March of the Wooden Soldiers
8868,9781401202224,1,231,2004-11-30,2096,Vertigo,Vertigo,P. Craig Russell,0,Fables  Vol. 4: March of the Wooden Soldiers
8869,9781401202422,5,144,2004-10-01,506,DC Comics,DC Comics,Joe Kelly,1,JLA  Vol. 14: Trial by Fire
8869,9781401202422,5,144,2004-10-01,506,DC Comics,DC Comics,Doug Mahnke,1,JLA  Vol. 14: Trial by Fire
8869,9781401202422,5,144,2004-10-01,506,DC Comics,DC Comics,Tom Nguyen,1,JLA  Vol. 14: Trial by Fire
8870,9781401202453,5,96,2004-10-01,2096,Vertigo,Vertigo,James Romberger,0,Hellblazer: Setting Sun
8870,9781401202453,5,96,2004-10-01,2096,Vertigo,Vertigo,Tim Bradstreet,0,Hellblazer: Setting Sun
8870,9781401202453,5,96,2004-10-01,2096,Vertigo,Vertigo,Marcelo Frusín,0,Hellblazer: Setting Sun
8870,9781401202453,5,96,2004-10-01,2096,Vertigo,Vertigo,Frank Teran,0,Hellblazer: Setting Sun
8870,9781401202453,5,96,2004-10-01,2096,Vertigo,Vertigo,Warren Ellis,0,Hellblazer: Setting Sun
8870,9781401202453,5,96,2004-10-01,2096,Vertigo,Vertigo,Javier Pulido,0,Hellblazer: Setting Sun
8871,9781401202569,1,190,2004-05-01,2096,Vertigo,Vertigo,Bryan Talbot,0,Fables  Vol. 3: Storybook Love
8871,9781401202569,1,190,2004-05-01,2096,Vertigo,Vertigo,Mark Buckingham,0,Fables  Vol. 3: Storybook Love
8871,9781401202569,1,190,2004-05-01,2096,Vertigo,Vertigo,Bill Willingham,0,Fables  Vol. 3: Storybook Love
8871,9781401202569,1,190,2004-05-01,2096,Vertigo,Vertigo,Steve Leialoha,0,Fables  Vol. 3: Storybook Love
8871,9781401202569,1,190,2004-05-01,2096,Vertigo,Vertigo,Linda Medley,0,Fables  Vol. 3: Storybook Love
8871,9781401202569,1,190,2004-05-01,2096,Vertigo,Vertigo,James Jean,0,Fables  Vol. 3: Storybook Love
8871,9781401202569,1,190,2004-05-01,2096,Vertigo,Vertigo,Lan Medina,0,Fables  Vol. 3: Storybook Love
8872,9781401203573,1,294,2004-12-01,506,DC Comics,DC Comics,Max Allan Collins,0,On the Road to Perdition — Oasis  Sanctuary  and Detour — (Road to Perdition  #2)
8872,9781401203573,1,294,2004-12-01,506,DC Comics,DC Comics,Bob Lappan,0,On the Road to Perdition — Oasis  Sanctuary  and Detour — (Road to Perdition  #2)
8872,9781401203573,1,294,2004-12-01,506,DC Comics,DC Comics,Steve Lieber,0,On the Road to Perdition — Oasis  Sanctuary  and Detour — (Road to Perdition  #2)
8872,9781401203573,1,294,2004-12-01,506,DC Comics,DC Comics,Josef Rubinstein,0,On the Road to Perdition — Oasis  Sanctuary  and Detour — (Road to Perdition  #2)
8872,9781401203573,1,294,2004-12-01,506,DC Comics,DC Comics,José Luis García-López,0,On the Road to Perdition — Oasis  Sanctuary  and Detour — (Road to Perdition  #2)
8872,9781401203573,1,294,2004-12-01,506,DC Comics,DC Comics,Rob Leigh,0,On the Road to Perdition — Oasis  Sanctuary  and Detour — (Road to Perdition  #2)
8873,9781401203672,1,140,2006-10-18,2096,Vertigo,Vertigo,John Bolton,0,Fables: 1001 Nights of Snowfall
8873,9781401203672,1,140,2006-10-18,2096,Vertigo,Vertigo,Michael Wm. Kaluta,0,Fables: 1001 Nights of Snowfall
8873,9781401203672,1,140,2006-10-18,2096,Vertigo,Vertigo,Bill Willingham,0,Fables: 1001 Nights of Snowfall
8873,9781401203672,1,140,2006-10-18,2096,Vertigo,Vertigo,Mark Buckingham,0,Fables: 1001 Nights of Snowfall
8873,9781401203672,1,140,2006-10-18,2096,Vertigo,Vertigo,Jill Thompson,0,Fables: 1001 Nights of Snowfall
8873,9781401203672,1,140,2006-10-18,2096,Vertigo,Vertigo,Charles Vess,0,Fables: 1001 Nights of Snowfall
8873,9781401203672,1,140,2006-10-18,2096,Vertigo,Vertigo,Esao Andrews,0,Fables: 1001 Nights of Snowfall
8873,9781401203672,1,140,2006-10-18,2096,Vertigo,Vertigo,Brian Bolland,0,Fables: 1001 Nights of Snowfall
8873,9781401203672,1,140,2006-10-18,2096,Vertigo,Vertigo,Derek Kirk Kim,0,Fables: 1001 Nights of Snowfall
8873,9781401203672,1,140,2006-10-18,2096,Vertigo,Vertigo,Tara McPherson,0,Fables: 1001 Nights of Snowfall
8873,9781401203672,1,140,2006-10-18,2096,Vertigo,Vertigo,Mark Wheatley,0,Fables: 1001 Nights of Snowfall
8873,9781401203672,1,140,2006-10-18,2096,Vertigo,Vertigo,James Jean,0,Fables: 1001 Nights of Snowfall
8874,9781401204006,2,104,2006-09-06,2096,Vertigo,Vertigo,Dean Haspiel,0,The Quitter
8874,9781401204006,2,104,2006-09-06,2096,Vertigo,Vertigo,Harvey Pekar,0,The Quitter
8875,9781401204105,1,224,2005-08-01,506,DC Comics,DC Comics,Russ Heath,0,The Sgt. Rock Archives  Vol. 3
8875,9781401204105,1,224,2005-08-01,506,DC Comics,DC Comics,Robert Kanigher,0,The Sgt. Rock Archives  Vol. 3
8875,9781401204105,1,224,2005-08-01,506,DC Comics,DC Comics,Mark Chiarello,0,The Sgt. Rock Archives  Vol. 3
8875,9781401204105,1,224,2005-08-01,506,DC Comics,DC Comics,Joe Kubert,0,The Sgt. Rock Archives  Vol. 3
8875,9781401204105,1,224,2005-08-01,506,DC Comics,DC Comics,Jerry Grandinetti,0,The Sgt. Rock Archives  Vol. 3
8875,9781401204105,1,224,2005-08-01,506,DC Comics,DC Comics,Irv Novack,0,The Sgt. Rock Archives  Vol. 3
8876,9781401204259,1,216,2005-01-11,506,DC Comics,DC Comics,Grant Morrison,1,Batman: Arkham Asylum - A Serious House on Serious Earth
8876,9781401204259,1,216,2005-01-11,506,DC Comics,DC Comics,Dave McKean,1,Batman: Arkham Asylum - A Serious House on Serious Earth
8877,9781401204518,1,208,2013-04-09,506,DC Comics,DC Comics,Kurt Busiek,1,Superman: Secret Identity
8877,9781401204518,1,208,2013-04-09,506,DC Comics,DC Comics,Stuart Immonen,1,Superman: Secret Identity
8878,9781401204587,1,288,2006-08-16,506,DC Comics,DC Comics,Rags Morales,0,Identity Crisis
8878,9781401204587,1,288,2006-08-16,506,DC Comics,DC Comics,Joss Whedon,0,Identity Crisis
8878,9781401204587,1,288,2006-08-16,506,DC Comics,DC Comics,Michael Bair,0,Identity Crisis
8878,9781401204587,1,288,2006-08-16,506,DC Comics,DC Comics,Brad Meltzer,0,Identity Crisis
8879,9781401204860,1,166,2005-04-30,2096,Vertigo,Vertigo,Steve Leialoha,0,Fables  Vol. 5: The Mean Seasons
8879,9781401204860,1,166,2005-04-30,2096,Vertigo,Vertigo,Mark Buckingham,0,Fables  Vol. 5: The Mean Seasons
8879,9781401204860,1,166,2005-04-30,2096,Vertigo,Vertigo,Jimmy Palmiotti,0,Fables  Vol. 5: The Mean Seasons
8879,9781401204860,1,166,2005-04-30,2096,Vertigo,Vertigo,Bill Willingham,0,Fables  Vol. 5: The Mean Seasons
8879,9781401204860,1,166,2005-04-30,2096,Vertigo,Vertigo,Tony Akins,0,Fables  Vol. 5: The Mean Seasons
8880,9781401205003,1,190,2006-01-27,2096,Vertigo,Vertigo,Mark Buckingham,2,Fables  Vol. 6: Homelands
8880,9781401205003,1,190,2006-01-27,2096,Vertigo,Vertigo,Bill Willingham,2,Fables  Vol. 6: Homelands
8880,9781401205003,1,190,2006-01-27,2096,Vertigo,Vertigo,David Hahn,2,Fables  Vol. 6: Homelands
8880,9781401205003,1,190,2006-01-27,2096,Vertigo,Vertigo,Lan Medina,2,Fables  Vol. 6: Homelands
8880,9781401205003,1,190,2006-01-27,2096,Vertigo,Vertigo,Steve Leialoha,2,Fables  Vol. 6: Homelands
8881,9781401207557,1,187,2005-11-01,506,DC Comics,DC Comics,Neil Gaiman,0,The Best of the Spirit
8881,9781401207557,1,187,2005-11-01,506,DC Comics,DC Comics,Will Eisner,0,The Best of the Spirit
8882,9781401207922,1,296,2005-11-01,2096,Vertigo,Vertigo,Lana Wachowski,1,V for Vendetta
8882,9781401207922,1,296,2005-11-01,2096,Vertigo,Vertigo,Steve Moore,1,V for Vendetta
8882,9781401207922,1,296,2005-11-01,2096,Vertigo,Vertigo,Lilly Wachowski,1,V for Vendetta
8882,9781401207922,1,296,2005-11-01,2096,Vertigo,Vertigo,David Lloyd,1,V for Vendetta
8883,9781401209254,1,224,2006-01-04,506,DC Comics,DC Comics,Mick Gray,0,Seven Soldiers of Victory  Volume 1
8883,9781401209254,1,224,2006-01-04,506,DC Comics,DC Comics,Simone Bianchi,0,Seven Soldiers of Victory  Volume 1
8883,9781401209254,1,224,2006-01-04,506,DC Comics,DC Comics,Frazer Irving,0,Seven Soldiers of Victory  Volume 1
8883,9781401209254,1,224,2006-01-04,506,DC Comics,DC Comics,Cameron Stewart,0,Seven Soldiers of Victory  Volume 1
8883,9781401209254,1,224,2006-01-04,506,DC Comics,DC Comics,J.H. Williams III,0,Seven Soldiers of Victory  Volume 1
8883,9781401209254,1,224,2006-01-04,506,DC Comics,DC Comics,Ryan Sook,0,Seven Soldiers of Victory  Volume 1
8883,9781401209254,1,224,2006-01-04,506,DC Comics,DC Comics,Grant Morrison,0,Seven Soldiers of Victory  Volume 1
8884,9781401209339,1,144,2006-02-01,2096,Vertigo,Vertigo,Duncan Fegredo,1,Kid Eternity
8884,9781401209339,1,144,2006-02-01,2096,Vertigo,Vertigo,Grant Morrison,1,Kid Eternity
8885,9781401209414,1,144,2006-03-29,506,DC Comics,DC Comics,Howard Chaykin,1,Challengers of the Unknown: Stolen Moments  Borrowed Time
8885,9781401209414,1,144,2006-03-29,506,DC Comics,DC Comics,Michelle Madsen,1,Challengers of the Unknown: Stolen Moments  Borrowed Time
8886,9781401209544,1,192,2006-09-27,506,DC Comics,DC Comics,Renato Guedes,0,Superman: Up  Up  and Away!
8886,9781401209544,1,192,2006-09-27,506,DC Comics,DC Comics,Kurt Busiek,0,Superman: Up  Up  and Away!
8886,9781401209544,1,192,2006-09-27,506,DC Comics,DC Comics,Pete Woods,0,Superman: Up  Up  and Away!
8886,9781401209544,1,192,2006-09-27,506,DC Comics,DC Comics,Geoff Johns,0,Superman: Up  Up  and Away!
8887,9781401209995,1,256,2006-08-30,2096,Vertigo,Vertigo,Mark McKenna,0,Doom Patrol  Vol. 4: Musclebound
8887,9781401209995,1,256,2006-08-30,2096,Vertigo,Vertigo,Rian Hughes,0,Doom Patrol  Vol. 4: Musclebound
8887,9781401209995,1,256,2006-08-30,2096,Vertigo,Vertigo,Mike Dringenberg,0,Doom Patrol  Vol. 4: Musclebound
8887,9781401209995,1,256,2006-08-30,2096,Vertigo,Vertigo,Grant Morrison,0,Doom Patrol  Vol. 4: Musclebound
8887,9781401209995,1,256,2006-08-30,2096,Vertigo,Vertigo,Jamie Hewlett,0,Doom Patrol  Vol. 4: Musclebound
8887,9781401209995,1,256,2006-08-30,2096,Vertigo,Vertigo,Steve Yeowell,0,Doom Patrol  Vol. 4: Musclebound
8887,9781401209995,1,256,2006-08-30,2096,Vertigo,Vertigo,Richard Case,0,Doom Patrol  Vol. 4: Musclebound
8888,9781401210007,1,143,2006-07-05,2096,Vertigo,Vertigo,Andrew Pepoy,1,Fables  Vol. 7: Arabian Nights (and Days)
8888,9781401210007,1,143,2006-07-05,2096,Vertigo,Vertigo,Bill Willingham,1,Fables  Vol. 7: Arabian Nights (and Days)
8888,9781401210007,1,143,2006-07-05,2096,Vertigo,Vertigo,Steve Leialoha,1,Fables  Vol. 7: Arabian Nights (and Days)
8888,9781401210007,1,143,2006-07-05,2096,Vertigo,Vertigo,Mark Buckingham,1,Fables  Vol. 7: Arabian Nights (and Days)
8888,9781401210007,1,143,2006-07-05,2096,Vertigo,Vertigo,Jimmy Palmiotti,1,Fables  Vol. 7: Arabian Nights (and Days)
8888,9781401210007,1,143,2006-07-05,2096,Vertigo,Vertigo,Jim Fern,1,Fables  Vol. 7: Arabian Nights (and Days)
8889,9781401210014,1,160,2006-12-20,2096,Vertigo,Vertigo,Mark Buckingham,1,Fables  Vol. 8: Wolves
8889,9781401210014,1,160,2006-12-20,2096,Vertigo,Vertigo,Shawn McManus,1,Fables  Vol. 8: Wolves
8889,9781401210014,1,160,2006-12-20,2096,Vertigo,Vertigo,Bill Willingham,1,Fables  Vol. 8: Wolves
8889,9781401210014,1,160,2006-12-20,2096,Vertigo,Vertigo,Steve Leialoha,1,Fables  Vol. 8: Wolves
8889,9781401210014,1,160,2006-12-20,2096,Vertigo,Vertigo,Andrew Pepoy,1,Fables  Vol. 8: Wolves
8890,9781401210076,1,224,2007-02-14,2096,Vertigo,Vertigo,Mike Carey,4,Neil Gaiman's Neverwhere
8890,9781401210076,1,224,2007-02-14,2096,Vertigo,Vertigo,Neil Gaiman,4,Neil Gaiman's Neverwhere
8890,9781401210076,1,224,2007-02-14,2096,Vertigo,Vertigo,Glenn Fabry,4,Neil Gaiman's Neverwhere
8891,9781401210502,2,128,2006-12-06,506,DC Comics,DC Comics,Peter David,1,Sachs & Violens
8891,9781401210502,2,128,2006-12-06,506,DC Comics,DC Comics,George Pérez,1,Sachs & Violens
8892,9781401210618,1,128,2006-05-01,2096,Vertigo,Vertigo,Marcelo Frusín,1,Loveless  Vol. 1: A Kin of Homecoming
8892,9781401210618,1,128,2006-05-01,2096,Vertigo,Vertigo,Brian Azzarello,1,Loveless  Vol. 1: A Kin of Homecoming
8893,9781401210823,1,612,2006-11-01,2096,Vertigo,Vertigo,Daniel Vozzo,2,The Absolute Sandman  Volume One
8893,9781401210823,1,612,2006-11-01,2096,Vertigo,Vertigo,Chris Bachalo,2,The Absolute Sandman  Volume One
8893,9781401210823,1,612,2006-11-01,2096,Vertigo,Vertigo,Michael Zulli,2,The Absolute Sandman  Volume One
8893,9781401210823,1,612,2006-11-01,2096,Vertigo,Vertigo,Steve Oliff,2,The Absolute Sandman  Volume One
8893,9781401210823,1,612,2006-11-01,2096,Vertigo,Vertigo,Charles Vess,2,The Absolute Sandman  Volume One
8893,9781401210823,1,612,2006-11-01,2096,Vertigo,Vertigo,Colleen Doran,2,The Absolute Sandman  Volume One
8893,9781401210823,1,612,2006-11-01,2096,Vertigo,Vertigo,Neil Gaiman,2,The Absolute Sandman  Volume One
8893,9781401210823,1,612,2006-11-01,2096,Vertigo,Vertigo,Kelly Jones,2,The Absolute Sandman  Volume One
8893,9781401210823,1,612,2006-11-01,2096,Vertigo,Vertigo,Mike Dringenberg,2,The Absolute Sandman  Volume One
8893,9781401210823,1,612,2006-11-01,2096,Vertigo,Vertigo,Steve Parkhouse,2,The Absolute Sandman  Volume One
8893,9781401210823,1,612,2006-11-01,2096,Vertigo,Vertigo,Sam Kieth,2,The Absolute Sandman  Volume One
8893,9781401210823,1,612,2006-11-01,2096,Vertigo,Vertigo,Dave McKean,2,The Absolute Sandman  Volume One
8893,9781401210823,1,612,2006-11-01,2096,Vertigo,Vertigo,Lee Loughridge,2,The Absolute Sandman  Volume One
8893,9781401210823,1,612,2006-11-01,2096,Vertigo,Vertigo,Todd Klein,2,The Absolute Sandman  Volume One
8893,9781401210823,1,612,2006-11-01,2096,Vertigo,Vertigo,Malcolm Jones III,2,The Absolute Sandman  Volume One
8894,9781401211325,1,183,2006-09-20,417,CMX,CMX,Kaoru Mori,0,Emma  Vol. 01
8894,9781401211325,1,183,2006-09-20,417,CMX,CMX,森 薫,0,Emma  Vol. 01
8895,9781401211509,1,144,2006-10-04,2194,Wildstorm,Wildstorm,J.H. Williams III,0,Desolation Jones: Made in England
8895,9781401211509,1,144,2006-10-04,2194,Wildstorm,Wildstorm,Warren Ellis,0,Desolation Jones: Made in England
8896,9781401211950,1,192,2007-01-03,506,DC Comics,DC Comics,Art Thibert,1,Outsiders  Vol. 5: The Good Fight
8896,9781401211950,1,192,2007-01-03,506,DC Comics,DC Comics,Judd Winick,1,Outsiders  Vol. 5: The Good Fight
8896,9781401211950,1,192,2007-01-03,506,DC Comics,DC Comics,Pop Mhan,1,Outsiders  Vol. 5: The Good Fight
8896,9781401211950,1,192,2007-01-03,506,DC Comics,DC Comics,Ron Randall,1,Outsiders  Vol. 5: The Good Fight
8896,9781401211950,1,192,2007-01-03,506,DC Comics,DC Comics,Matthew Clark,1,Outsiders  Vol. 5: The Good Fight
8897,9781401211981,1,224,2007-01-03,506,DC Comics,DC Comics,Javier Pina,0,Manhunter  Vol. 2: Trial by Fire
8897,9781401211981,1,224,2007-01-03,506,DC Comics,DC Comics,Brad Walker,0,Manhunter  Vol. 2: Trial by Fire
8897,9781401211981,1,224,2007-01-03,506,DC Comics,DC Comics,Marc Andreyko,0,Manhunter  Vol. 2: Trial by Fire
8897,9781401211981,1,224,2007-01-03,506,DC Comics,DC Comics,Jesus Saiz,0,Manhunter  Vol. 2: Trial by Fire
8898,9781401212025,1,203,2007-04-01,2096,Vertigo,Vertigo,Philip Bond,1,Doom Patrol  Vol. 5: Magic Bus
8898,9781401212025,1,203,2007-04-01,2096,Vertigo,Vertigo,Ken Steacy,1,Doom Patrol  Vol. 5: Magic Bus
8898,9781401212025,1,203,2007-04-01,2096,Vertigo,Vertigo,Richard Case,1,Doom Patrol  Vol. 5: Magic Bus
8898,9781401212025,1,203,2007-04-01,2096,Vertigo,Vertigo,Grant Morrison,1,Doom Patrol  Vol. 5: Magic Bus
8898,9781401212025,1,203,2007-04-01,2096,Vertigo,Vertigo,Mark McKenna,1,Doom Patrol  Vol. 5: Magic Bus
8898,9781401212025,1,203,2007-04-01,2096,Vertigo,Vertigo,Stan Woch,1,Doom Patrol  Vol. 5: Magic Bus
8898,9781401212025,1,203,2007-04-01,2096,Vertigo,Vertigo,Scott Hanna,1,Doom Patrol  Vol. 5: Magic Bus
8899,9781401212223,1,128,2007-02-28,2096,Vertigo,Vertigo,Tony Akins,0,Jack of Fables  Vol. 1: The (Nearly) Great Escape
8899,9781401212223,1,128,2007-02-28,2096,Vertigo,Vertigo,Matthew Sturges,0,Jack of Fables  Vol. 1: The (Nearly) Great Escape
8899,9781401212223,1,128,2007-02-28,2096,Vertigo,Vertigo,Bill Willingham,0,Jack of Fables  Vol. 1: The (Nearly) Great Escape
8899,9781401212223,1,128,2007-02-28,2096,Vertigo,Vertigo,Andrew Pepoy,0,Jack of Fables  Vol. 1: The (Nearly) Great Escape
8900,9781401212353,2,136,2007-04-07,2096,Vertigo,Vertigo,Eddie Campbell,1,American Splendor: Another Day
8900,9781401212353,2,136,2007-04-07,2096,Vertigo,Vertigo,Hilary Barta,1,American Splendor: Another Day
8900,9781401212353,2,136,2007-04-07,2096,Vertigo,Vertigo,Ty Templeton,1,American Splendor: Another Day
8900,9781401212353,2,136,2007-04-07,2096,Vertigo,Vertigo,Harvey Pekar,1,American Splendor: Another Day
8901,9781401212483,2,144,2007-04-07,506,DC Comics,DC Comics,Joe Kubert,0,Sgt. Rock: The Prophecy
8902,9781401212636,2,144,2007-01-31,506,DC Comics,DC Comics,Len Wein,1,Superman: Back in Action
8902,9781401212636,2,144,2007-01-31,506,DC Comics,DC Comics,Kurt Busiek,1,Superman: Back in Action
8902,9781401212636,2,144,2007-01-31,506,DC Comics,DC Comics,Gerry Conway,1,Superman: Back in Action
8902,9781401212636,2,144,2007-01-31,506,DC Comics,DC Comics,Fabian Nicieiza,1,Superman: Back in Action
8902,9781401212636,2,144,2007-01-31,506,DC Comics,DC Comics,José Luis García-López,1,Superman: Back in Action
8902,9781401212636,2,144,2007-01-31,506,DC Comics,DC Comics,Pete Woods,1,Superman: Back in Action
8903,9781401300463,2,384,2004-04-14,1002,Hyperion,Hyperion,Alexandra Robbins,0,Pledged: The Secret Life of Sororities
8904,9781401301019,2,465,2004-10-06,824,Hachette Books,Hachette Books,Anthony Kiedis,1,Scar Tissue
8905,9781401301361,1,480,2004-10-27,824,Hachette Books,Hachette Books,Nigella Lawson,1,Feast: Food to Celebrate Life
